"","x"
"7758","25"
"7759","3"
"7760","3"
"7761","8"
"7762","1"
"7763","1"
"7764","1"
"7765","1"
"7766","14"
"7767","19"
"7768","1"
"7769","3"
"7770","28"
"7771","0"
"7772","6"
"7773","7"
"7774","12"
"7775","14"
"7776","26"
"7777","9"
"7778","21"
"7779","0"
"7780","0"
"7781","4"
"7782","3"
"7783","3"
"7784","1"
"7785","2"
"7786","7"
"7787","7"
"7788","5"
"7789","3"
"7790","35"
"7791","14"
"7792","0"
"7793","24"
"7794","3"
"7795","0"
"7796","28"
"7797","37"
"7798","1"
"7799","2"
"7800","15"
"7801","13"
"7802","14"
"7803","2"
"7804","3"
"7805","0"
"7806","26"
"7807","1"
"7808","4"
"7809","2"
"7810","17"
"7811","1"
"7812","14"
"7813","2"
"7814","1"
"7815","1"
"7816","4"
"7817","15"
"7818","6"
"7819","7"
"7820","16"
"7821","11"
"7822","16"
"7823","24"
"7824","6"
"7825","5"
"7826","7"
"7827","26"
"7828","3"
"7829","5"
"7830","2"
"7831","27"
"7832","11"
"7833","1"
"7834","24"
"7835","0"
"7836","11"
"7837","21"
"7838","2"
"7839","17"
"7840","1"
"7841","8"
"7842","11"
"7843","22"
"7844","4"
"7845","23"
"7846","0"
"7847","28"
"7848","27"
"7849","0"
"7850","2"
"7851","2"
"7852","1"
"7853","2"
"7854","4"
"7855","3"
"7856","0"
"7857","18"
"7858","10"
"7859","6"
"7860","0"
"7861","4"
"7862","25"
"7863","22"
"7864","6"
"7865","3"
"7866","0"
"7867","20"
"7868","6"
"7869","4"
"7870","7"
"7871","17"
"7872","8"
"7873","6"
"7874","9"
"7875","27"
"7876","28"
"7877","7"
"7878","1"
"7879","13"
"7880","1"
"7881","9"
"7882","2"
"7883","1"
"7884","5"
"7885","1"
"7886","11"
"7887","13"
"7888","8"
"7889","3"
"7890","13"
"7891","1"
"7892","11"
"7893","18"
"7894","0"
"7895","13"
"7896","15"
"7897","5"
"7898","20"
"7899","7"
"7900","20"
"7901","0"
"7902","10"
"7903","15"
"7904","1"
"7905","2"
"7906","2"
"7907","12"
"7908","0"
"7909","2"
"7910","0"
"7911","13"
"7912","3"
"7913","5"
"7914","19"
"7915","0"
"7916","18"
"7917","5"
"7918","0"
"7919","8"
"7920","8"
"7921","2"
"7922","1"
"7923","26"
"7924","17"
"7925","2"
"7926","0"
"7927","15"
"7928","6"
"7929","5"
"7930","0"
"7931","5"
"7932","12"
"7933","0"
"7934","8"
"7935","13"
"7936","14"
"7937","17"
"7938","14"
"7939","6"
"7940","18"
"7941","1"
"7942","4"
"7943","0"
"7944","1"
"7945","35"
"7946","13"
"7947","1"
"7948","7"
"7949","3"
"7950","1"
"7951","7"
"7952","5"
"7953","8"
"7954","13"
"7955","5"
"7956","7"
"7957","23"
"7958","0"
"7959","12"
"7960","9"
"7961","0"
"7962","3"
"7963","0"
"7964","23"
"7965","0"
"7966","11"
"7967","0"
"7968","16"
"7969","19"
"7970","7"
"7971","7"
"7972","3"
"7973","2"
"7974","21"
"7975","14"
"7976","2"
"7977","19"
"7978","8"
"7979","9"
"7980","1"
"7981","0"
"7982","4"
"7983","8"
"7984","18"
"7985","23"
"7986","0"
"7987","1"
"7988","26"
"7989","24"
"7990","2"
"7991","6"
"7992","6"
"7993","0"
"7994","1"
"7995","16"
"7996","35"
"7997","0"
"7998","7"
"7999","3"
"8000","3"
"8001","12"
"8002","7"
"8003","9"
"8004","10"
"8005","3"
"8006","1"
"8007","6"
"8008","22"
"8009","16"
"8010","1"
"8011","3"
"8012","3"
"8013","8"
"8014","1"
"8015","17"
"8016","2"
"8017","14"
"8018","3"
"8019","0"
"8020","1"
"8021","9"
"8022","4"
"8023","6"
"8024","1"
"8025","2"
"8026","1"
"8027","21"
"8028","5"
"8029","3"
"8030","28"
"8031","0"
"8032","14"
"8033","4"
"8034","3"
"8035","17"
"8036","27"
"8037","2"
"8038","15"
"8039","2"
"8040","3"
"8041","18"
"8042","22"
"8043","7"
"8044","3"
"8045","31"
"8046","8"
"8047","4"
"8048","17"
"8049","3"
"8050","0"
"8051","7"
"8052","3"
"8053","19"
"8054","0"
"8055","10"
"8056","8"
"8057","8"
"8058","0"
"8059","0"
"8060","6"
"8061","5"
"8062","11"
"8063","3"
"8064","3"
"8065","5"
"8066","3"
"8067","0"
"8068","1"
"8069","8"
"8070","0"
"8071","16"
"8072","2"
"8073","25"
"8074","7"
"8075","4"
"8076","3"
"8077","13"
"8078","13"
"8079","29"
"8080","3"
"8081","24"
"8082","8"
"8083","4"
"8084","9"
"8085","2"
"8086","32"
"8087","5"
"8088","0"
"8089","0"
"8090","10"
"8091","0"
"8092","13"
"8093","2"
"8094","5"
"8095","3"
"8096","1"
"8097","12"
"8098","2"
"8099","1"
"8100","3"
"8101","9"
"8102","19"
"8103","34"
"8104","1"
"8105","13"
"8106","7"
"8107","4"
"8108","10"
"8109","13"
"8110","1"
"8111","28"
"8112","0"
"8113","1"
"8114","20"
"8115","28"
"8116","12"
"8117","3"
"8118","18"
"8119","9"
"8120","3"
"8121","27"
"8122","1"
"8123","3"
"8124","27"
"8125","3"
"8126","13"
"8127","0"
"8128","15"
"8129","26"
"8130","0"
"8131","3"
"8132","1"
"8133","0"
"8134","1"
"8135","12"
"8136","2"
"8137","4"
"8138","1"
"8139","3"
"8140","9"
"8141","0"
"8142","4"
"8143","4"
"8144","3"
"8145","3"
"8146","21"
"8147","6"
"8148","8"
"8149","0"
"8150","8"
"8151","1"
"8152","0"
"8153","12"
"8154","9"
"8155","0"
"8156","16"
"8157","17"
"8158","15"
"8159","9"
"8160","2"
"8161","1"
"8162","24"
"8163","0"
"8164","14"
"8165","5"
"8166","17"
"8167","23"
"8168","0"
"8169","6"
"8170","7"
"8171","1"
"8172","0"
"8173","0"
"8174","5"
"8175","1"
"8176","1"
"8177","26"
"8178","1"
"8179","9"
"8180","8"
"8181","2"
"8182","8"
"8183","1"
"8184","16"
"8185","0"
"8186","0"
"8187","11"
"8188","0"
"8189","1"
"8190","3"
"8191","3"
"8192","27"
"8193","12"
"8194","1"
"8195","0"
"8196","1"
"8197","4"
"8198","17"
"8199","2"
"8200","0"
"8201","6"
"8202","19"
"8203","1"
"8204","18"
"8205","5"
"8206","2"
"8207","0"
"8208","8"
"8209","14"
"8210","0"
"8211","25"
"8212","12"
"8213","5"
"8214","2"
"8215","5"
"8216","16"
"8217","1"
"8218","17"
"8219","3"
"8220","0"
"8221","0"
"8222","6"
"8223","26"
"8224","10"
"8225","10"
"8226","5"
"8227","1"
"8228","1"
"8229","5"
"8230","3"
"8231","1"
"8232","4"
"8233","2"
"8234","5"
"8235","13"
"8236","0"
"8237","4"
"8238","0"
"8239","4"
"8240","6"
"8241","6"
"8242","9"
"8243","12"
"8244","1"
"8245","1"
"8246","4"
"8247","3"
"8248","3"
"8249","22"
"8250","6"
"8251","5"
"8252","5"
"8253","2"
"8254","17"
"8255","7"
"8256","0"
"8257","27"
"8258","10"
"8259","0"
"8260","9"
"8261","18"
"8262","0"
"8263","1"
"8264","1"
"8265","15"
"8266","16"
"8267","14"
"8268","8"
"8269","25"
"8270","11"
"8271","14"
"8272","6"
"8273","3"
"8274","3"
"8275","9"
"8276","0"
"8277","13"
"8278","6"
"8279","4"
"8280","5"
"8281","4"
"8282","1"
"8283","1"
"8284","3"
"8285","0"
"8286","0"
"8287","3"
"8288","4"
"8289","0"
"8290","1"
"8291","20"
"8292","6"
"8293","6"
"8294","17"
"8295","1"
"8296","2"
"8297","17"
"8298","5"
"8299","7"
"8300","9"
"8301","20"
"8302","5"
"8303","0"
"8304","12"
"8305","0"
"8306","1"
"8307","2"
"8308","3"
"8309","3"
"8310","13"
"8311","23"
"8312","12"
"8313","4"
"8314","3"
"8315","20"
"8316","2"
"8317","15"
"8318","32"
"8319","0"
"8320","3"
"8321","0"
"8322","23"
"8323","4"
"8324","3"
"8325","5"
"8326","21"
"8327","9"
"8328","19"
"8329","16"
"8330","28"
"8331","26"
"8332","7"
"8333","1"
"8334","8"
"8335","0"
"8336","4"
"8337","28"
"8338","0"
"8339","3"
"8340","1"
"8341","12"
"8342","18"
"8343","1"
"8344","0"
"8345","11"
"8346","4"
"8347","2"
"8348","6"
"8349","23"
"8350","9"
"8351","0"
"8352","12"
"8353","10"
"8354","2"
"8355","6"
"8356","8"
"8357","11"
"8358","11"
"8359","0"
"8360","4"
"8361","0"
"8362","23"
"8363","1"
"8364","0"
"8365","2"
"8366","16"
"8367","22"
"8368","16"
"8369","26"
"8370","11"
"8371","6"
"8372","10"
"8373","0"
"8374","8"
"8375","6"
"8376","3"
"8377","11"
"8378","8"
"8379","26"
"8380","7"
"8381","10"
"8382","2"
"8383","6"
"8384","14"
"8385","4"
"8386","9"
"8387","7"
"8388","1"
"8389","4"
"8390","7"
"8391","5"
"8392","15"
"8393","1"
"8394","3"
"8395","11"
"8396","4"
"8397","8"
"8398","14"
"8399","15"
"8400","4"
"8401","4"
"8402","4"
"8403","4"
"8404","1"
"8405","4"
"8406","0"
"8407","0"
"8408","18"
"8409","3"
"8410","3"
"8411","1"
"8412","18"
"8413","2"
"8414","1"
"8415","21"
"8416","2"
"8417","0"
"8418","8"
"8419","2"
"8420","8"
"8421","11"
"8422","8"
"8423","14"
"8424","5"
"8425","0"
"8426","0"
"8427","18"
"8428","0"
"8429","5"
"8430","4"
"8431","1"
"8432","7"
"8433","7"
"8434","5"
"8435","1"
"8436","0"
"8437","1"
"8438","7"
"8439","0"
"8440","8"
"8441","3"
"8442","3"
"8443","1"
"8444","2"
"8445","3"
"8446","14"
"8447","0"
"8448","1"
"8449","19"
"8450","17"
"8451","11"
"8452","3"
"8453","6"
"8454","4"
"8455","15"
"8456","10"
"8457","10"
"8458","8"
"8459","0"
"8460","9"
"8461","3"
"8462","9"
"8463","12"
"8464","14"
"8465","0"
"8466","14"
"8467","9"
"8468","14"
"8469","3"
"8470","4"
"8471","14"
"8472","1"
"8473","4"
"8474","20"
"8475","13"
"8476","2"
"8477","11"
"8478","34"
"8479","6"
"8480","1"
"8481","13"
"8482","5"
"8483","3"
"8484","5"
"8485","2"
"8486","2"
"8487","1"
"8488","16"
"8489","16"
"8490","6"
"8491","3"
"8492","0"
"8493","9"
"8494","6"
"8495","8"
"8496","13"
"8497","15"
"8498","1"
"8499","17"
"8500","5"
"8501","2"
"8502","30"
"8503","23"
"8504","5"
"8505","12"
"8506","9"
"8507","4"
"8508","0"
"8509","17"
"8510","24"
"8511","0"
"8512","2"
"8513","18"
"8514","0"
"8515","1"
"8516","0"
"8517","12"
"8518","13"
"8519","24"
"8520","3"
"8521","6"
"8522","0"
"8523","3"
"8524","1"
"8525","19"
"8526","2"
"8527","10"
"8528","8"
"8529","0"
"8530","12"
"8531","1"
"8532","2"
"8533","0"
"8534","0"
"8535","2"
"8536","14"
"8537","2"
"8538","14"
"8539","3"
"8540","4"
"8541","2"
"8542","12"
"8543","1"
"8544","26"
"8545","3"
"8546","31"
"8547","1"
"8548","16"
"8549","0"
"8550","21"
"8551","6"
"8552","3"
"8553","4"
"8554","1"
"8555","21"
"8556","1"
"8557","1"
"8558","19"
"8559","12"
"8560","2"
"8561","11"
"8562","7"
"8563","9"
"8564","0"
"8565","6"
"8566","0"
"8567","20"
"8568","0"
"8569","3"
"8570","6"
"8571","26"
"8572","6"
"8573","2"
"8574","16"
"8575","2"
"8576","4"
"8577","13"
"8578","1"
"8579","6"
"8580","6"
"8581","6"
"8582","2"
"8583","8"
"8584","5"
"8585","18"
"8586","10"
"8587","2"
"8588","0"
"8589","3"
"8590","0"
"8591","1"
"8592","0"
"8593","11"
"8594","4"
"8595","25"
"8596","1"
"8597","7"
"8598","26"
"8599","12"
"8600","2"
"8601","2"
"8602","7"
"8603","19"
"8604","12"
"8605","4"
"8606","14"
"8607","1"
"8608","5"
"8609","27"
"8610","17"
"8611","3"
"8612","3"
"8613","3"
"8614","17"
"8615","4"
"8616","11"
"8617","17"
"8618","19"
"8619","18"
"8620","1"
"8621","1"
"8622","1"
"8623","16"
"8624","14"
"8625","5"
"8626","5"
"8627","6"
"8628","1"
"8629","2"
"8630","4"
"8631","19"
"8632","13"
"8633","3"
"8634","19"
"8635","1"
"8636","19"
"8637","14"
"8638","5"
"8639","9"
"8640","4"
"8641","4"
"8642","8"
"8643","3"
"8644","1"
"8645","4"
"8646","1"
"8647","27"
"8648","26"
"8649","0"
"8650","6"
"8651","1"
"8652","5"
"8653","12"
"8654","6"
"8655","0"
"8656","0"
"8657","2"
"8658","2"
"8659","17"
"8660","6"
"8661","12"
"8662","0"
"8663","0"
"8664","7"
"8665","6"
"8666","20"
"8667","1"
"8668","3"
"8669","6"
"8670","0"
"8671","14"
"8672","0"
"8673","6"
"8674","1"
"8675","25"
"8676","6"
"8677","9"
"8678","7"
"8679","2"
"8680","14"
"8681","9"
"8682","1"
"8683","1"
"8684","0"
"8685","9"
"8686","15"
"8687","3"
"8688","0"
"8689","5"
"8690","0"
"8691","9"
"8692","17"
"8693","18"
"8694","6"
"8695","1"
"8696","1"
"8697","1"
"8698","9"
"8699","1"
"8700","6"
"8701","27"
"8702","7"
"8703","12"
"8704","31"
"8705","6"
"8706","0"
"8707","2"
"8708","15"
"8709","0"
"8710","8"
"8711","14"
"8712","25"
"8713","2"
"8714","4"
"8715","2"
"8716","20"
"8717","8"
"8718","0"
"8719","14"
"8720","8"
"8721","12"
"8722","5"
"8723","0"
"8724","2"
"8725","0"
"8726","15"
"8727","7"
"8728","22"
"8729","30"
"8730","22"
"8731","0"
"8732","4"
"8733","0"
"8734","14"
"8735","8"
"8736","1"
"8737","1"
"8738","4"
"8739","2"
"8740","21"
"8741","1"
"8742","1"
"8743","5"
"8744","1"
"8745","0"
"8746","2"
"8747","7"
"8748","3"
"8749","0"
"8750","0"
"8751","8"
"8752","0"
"8753","2"
"8754","0"
"8755","29"
"8756","0"
"8757","14"
"8758","12"
"8759","4"
"8760","13"
"8761","6"
"8762","4"
"8763","19"
"8764","7"
"8765","1"
"8766","10"
"8767","16"
"8768","6"
"8769","4"
"8770","3"
"8771","11"
"8772","9"
"8773","1"
"8774","4"
"8775","1"
"8776","3"
"8777","3"
"8778","0"
"8779","25"
"8780","1"
"8781","6"
"8782","1"
"8783","0"
"8784","11"
"8785","3"
"8786","26"
"8787","1"
"8788","2"
"8789","0"
"8790","7"
"8791","29"
"8792","4"
"8793","2"
"8794","6"
"8795","1"
"8796","5"
"8797","2"
"8798","16"
"8799","8"
"8800","4"
"8801","5"
"8802","1"
"8803","0"
"8804","11"
"8805","0"
"8806","12"
"8807","2"
"8808","0"
"8809","4"
"8810","0"
"8811","12"
"8812","10"
"8813","20"
"8814","16"
"8815","10"
"8816","0"
"8817","3"
"8818","0"
"8819","2"
"8820","7"
"8821","22"
"8822","5"
"8823","6"
"8824","3"
"8825","13"
"8826","21"
"8827","9"
"8828","1"
"8829","1"
"8830","4"
"8831","1"
"8832","3"
"8833","9"
"8834","2"
"8835","1"
"8836","0"
"8837","6"
"8838","1"
"8839","0"
"8840","1"
"8841","4"
"8842","9"
"8843","2"
"8844","10"
"8845","17"
"8846","17"
"8847","0"
"8848","27"
"8849","5"
"8850","0"
"8851","8"
"8852","15"
"8853","6"
"8854","17"
"8855","1"
"8856","12"
"8857","0"
"8858","8"
"8859","3"
"8860","0"
"8861","6"
"8862","2"
"8863","2"
"8864","6"
"8865","17"
"8866","5"
"8867","5"
"8868","2"
"8869","10"
"8870","8"
"8871","17"
"8872","1"
"8873","12"
"8874","4"
"8875","0"
"8876","1"
"8877","0"
"8878","29"
"8879","19"
"8880","4"
"8881","5"
"8882","10"
"8883","1"
"8884","1"
"8885","8"
"8886","1"
"8887","19"
"8888","2"
"8889","3"
"8890","6"
"8891","6"
"8892","2"
"8893","7"
"8894","3"
"8895","2"
"8896","10"
"8897","30"
"8898","2"
"8899","23"
"8900","4"
"8901","28"
"8902","3"
"8903","0"
"8904","32"
"8905","21"
"8906","10"
"8907","4"
"8908","7"
"8909","12"
"8910","3"
"8911","16"
"8912","14"
"8913","5"
"8914","27"
"8915","13"
"8916","18"
"8917","17"
"8918","4"
"8919","6"
"8920","12"
"8921","2"
"8922","3"
"8923","9"
"8924","0"
"8925","3"
"8926","5"
"8927","12"
"8928","23"
"8929","14"
"8930","2"
"8931","5"
"8932","17"
"8933","0"
"8934","4"
"8935","3"
"8936","8"
"8937","10"
"8938","11"
"8939","1"
"8940","3"
"8941","3"
"8942","0"
"8943","2"
"8944","9"
"8945","3"
"8946","17"
"8947","3"
"8948","30"
"8949","23"
"8950","3"
"8951","4"
"8952","8"
"8953","0"
"8954","1"
"8955","0"
"8956","1"
"8957","3"
"8958","25"
"8959","0"
"8960","9"
"8961","0"
"8962","0"
"8963","36"
"8964","10"
"8965","14"
"8966","13"
"8967","6"
"8968","3"
"8969","25"
"8970","12"
"8971","12"
"8972","8"
"8973","2"
"8974","2"
"8975","2"
"8976","1"
"8977","11"
"8978","9"
"8979","2"
"8980","0"
"8981","15"
"8982","2"
"8983","0"
"8984","18"
"8985","4"
"8986","5"
"8987","21"
"8988","11"
"8989","9"
"8990","0"
"8991","21"
"8992","2"
"8993","0"
"8994","2"
"8995","10"
"8996","1"
"8997","5"
"8998","21"
"8999","19"
"9000","13"
"9001","2"
"9002","6"
"9003","6"
"9004","15"
"9005","5"
"9006","12"
"9007","24"
"9008","10"
"9009","2"
"9010","6"
"9011","0"
"9012","0"
"9013","2"
"9014","3"
"9015","1"
"9016","0"
"9017","0"
"9018","12"
"9019","1"
"9020","23"
"9021","2"
"9022","3"
"9023","14"
"9024","9"
"9025","0"
"9026","13"
"9027","16"
"9028","0"
"9029","2"
"9030","1"
"9031","2"
"9032","0"
"9033","5"
"9034","9"
"9035","0"
"9036","2"
"9037","11"
"9038","3"
"9039","2"
"9040","10"
"9041","9"
"9042","0"
"9043","1"
"9044","6"
"9045","7"
"9046","8"
"9047","0"
"9048","5"
"9049","9"
"9050","13"
"9051","6"
"9052","4"
"9053","2"
"9054","3"
"9055","3"
"9056","17"
"9057","5"
"9058","3"
"9059","31"
"9060","5"
"9061","3"
"9062","7"
"9063","0"
"9064","0"
"9065","3"
"9066","8"
"9067","0"
"9068","2"
"9069","1"
"9070","9"
"9071","0"
"9072","22"
"9073","9"
"9074","8"
"9075","1"
"9076","0"
"9077","1"
"9078","7"
"9079","5"
"9080","27"
"9081","4"
"9082","20"
"9083","5"
"9084","0"
"9085","2"
"9086","2"
"9087","14"
"9088","15"
"9089","1"
"9090","5"
"9091","9"
"9092","10"
"9093","0"
"9094","19"
"9095","12"
"9096","20"
"9097","5"
"9098","25"
"9099","2"
"9100","3"
"9101","0"
"9102","14"
"9103","8"
"9104","21"
"9105","1"
"9106","14"
"9107","2"
"9108","0"
"9109","2"
"9110","0"
"9111","2"
"9112","1"
"9113","1"
"9114","7"
"9115","26"
"9116","4"
"9117","4"
"9118","0"
"9119","2"
"9120","1"
"9121","2"
"9122","34"
"9123","0"
"9124","10"
"9125","27"
"9126","3"
"9127","2"
"9128","1"
"9129","6"
"9130","8"
"9131","4"
"9132","7"
"9133","0"
"9134","21"
"9135","7"
"9136","2"
"9137","9"
"9138","21"
"9139","1"
"9140","20"
"9141","1"
"9142","12"
"9143","13"
"9144","3"
"9145","2"
"9146","2"
"9147","4"
"9148","2"
"9149","34"
"9150","2"
"9151","6"
"9152","3"
"9153","9"
"9154","3"
"9155","3"
"9156","16"
"9157","0"
"9158","1"
"9159","3"
"9160","3"
"9161","1"
"9162","8"
"9163","15"
"9164","14"
"9165","0"
"9166","1"
"9167","9"
"9168","8"
"9169","0"
"9170","16"
"9171","1"
"9172","3"
"9173","0"
"9174","0"
"9175","14"
"9176","16"
"9177","20"
"9178","0"
"9179","3"
"9180","20"
"9181","9"
"9182","3"
"9183","5"
"9184","19"
"9185","11"
"9186","0"
"9187","0"
"9188","12"
"9189","6"
"9190","5"
"9191","10"
"9192","1"
"9193","1"
"9194","0"
"9195","2"
"9196","3"
"9197","23"
"9198","4"
"9199","0"
"9200","0"
"9201","2"
"9202","4"
"9203","16"
"9204","33"
"9205","5"
"9206","1"
"9207","1"
"9208","14"
"9209","26"
"9210","1"
"9211","9"
"9212","9"
"9213","5"
"9214","1"
"9215","5"
"9216","0"
"9217","20"
"9218","12"
"9219","0"
"9220","6"
"9221","7"
"9222","1"
"9223","29"
"9224","15"
"9225","4"
"9226","4"
"9227","8"
"9228","9"
"9229","3"
"9230","9"
"9231","6"
"9232","6"
"9233","5"
"9234","1"
"9235","0"
"9236","6"
"9237","0"
"9238","17"
"9239","6"
"9240","0"
"9241","15"
"9242","1"
"9243","9"
"9244","7"
"9245","3"
"9246","2"
"9247","10"
"9248","2"
"9249","17"
"9250","2"
"9251","1"
"9252","18"
"9253","0"
"9254","2"
"9255","0"
"9256","4"
"9257","0"
"9258","6"
"9259","1"
"9260","0"
"9261","0"
"9262","3"
"9263","1"
"9264","1"
"9265","5"
"9266","5"
"9267","11"
"9268","11"
"9269","5"
"9270","2"
"9271","3"
"9272","27"
"9273","9"
"9274","10"
"9275","5"
"9276","2"
"9277","0"
"9278","13"
"9279","16"
"9280","2"
"9281","7"
"9282","4"
"9283","6"
"9284","27"
"9285","4"
"9286","6"
"9287","27"
"9288","0"
"9289","2"
"9290","0"
"9291","0"
"9292","8"
"9293","6"
"9294","0"
"9295","3"
"9296","7"
"9297","1"
"9298","13"
"9299","6"
"9300","1"
"9301","8"
"9302","5"
"9303","1"
"9304","2"
"9305","1"
"9306","24"
"9307","3"
"9308","15"
"9309","6"
"9310","12"
"9311","4"
"9312","2"
"9313","18"
"9314","30"
"9315","6"
"9316","3"
"9317","20"
"9318","14"
"9319","8"
"9320","26"
"9321","8"
"9322","5"
"9323","7"
"9324","1"
"9325","0"
"9326","4"
"9327","9"
"9328","14"
"9329","0"
"9330","10"
"9331","12"
"9332","1"
"9333","1"
"9334","1"
"9335","7"
"9336","15"
"9337","1"
"9338","6"
"9339","1"
"9340","5"
"9341","10"
"9342","12"
"9343","5"
"9344","4"
"9345","21"
"9346","3"
"9347","2"
"9348","18"
"9349","1"
"9350","3"
"9351","10"
"9352","0"
"9353","1"
"9354","4"
"9355","3"
"9356","17"
"9357","15"
"9358","7"
"9359","1"
"9360","8"
"9361","2"
"9362","10"
"9363","13"
"9364","9"
"9365","0"
"9366","7"
"9367","2"
"9368","8"
"9369","3"
"9370","7"
"9371","1"
"9372","20"
"9373","1"
"9374","4"
"9375","12"
"9376","4"
"9377","2"
"9378","2"
"9379","1"
"9380","1"
"9381","0"
"9382","2"
"9383","1"
"9384","7"
"9385","7"
"9386","6"
"9387","10"
"9388","8"
"9389","5"
"9390","3"
"9391","2"
"9392","20"
"9393","6"
"9394","5"
"9395","2"
"9396","1"
"9397","1"
"9398","4"
"9399","16"
"9400","9"
"9401","0"
"9402","2"
"9403","11"
"9404","2"
"9405","6"
"9406","8"
"9407","1"
"9408","6"
"9409","30"
"9410","1"
"9411","6"
"9412","23"
"9413","18"
"9414","1"
"9415","8"
"9416","11"
"9417","15"
"9418","1"
"9419","0"
"9420","7"
"9421","19"
"9422","3"
"9423","1"
"9424","0"
"9425","29"
"9426","2"
"9427","13"
"9428","15"
"9429","2"
"9430","15"
"9431","4"
"9432","6"
"9433","17"
"9434","2"
"9435","1"
"9436","23"
"9437","19"
"9438","5"
"9439","17"
"9440","3"
"9441","12"
"9442","7"
"9443","14"
"9444","8"
"9445","18"
"9446","2"
"9447","0"
"9448","7"
"9449","15"
"9450","1"
"9451","0"
"9452","27"
"9453","9"
"9454","2"
"9455","1"
"9456","0"
"9457","3"
"9458","6"
"9459","16"
"9460","12"
"9461","14"
"9462","9"
"9463","27"
"9464","10"
"9465","2"
"9466","11"
"9467","18"
"9468","6"
"9469","24"
"9470","12"
"9471","1"
"9472","3"
"9473","7"
"9474","1"
"9475","7"
"9476","1"
"9477","6"
"9478","4"
"9479","10"
"9480","3"
"9481","3"
"9482","6"
"9483","9"
"9484","5"
"9485","4"
"9486","3"
"9487","35"
"9488","2"
"9489","2"
"9490","1"
"9491","10"
"9492","3"
"9493","8"
"9494","3"
"9495","4"
"9496","0"
"9497","1"
"9498","1"
"9499","9"
"9500","11"
"9501","12"
"9502","1"
"9503","26"
"9504","8"
"9505","16"
"9506","20"
"9507","5"
"9508","14"
"9509","4"
"9510","1"
"9511","2"
"9512","10"
"9513","2"
"9514","28"
"9515","3"
"9516","12"
"9517","9"
"9518","5"
"9519","14"
"9520","0"
"9521","3"
"9522","10"
"9523","8"
"9524","7"
"9525","0"
"9526","28"
"9527","2"
"9528","1"
"9529","11"
"9530","4"
"9531","13"
"9532","12"
"9533","0"
"9534","1"
"9535","16"
"9536","7"
"9537","4"
"9538","4"
"9539","17"
"9540","39"
"9541","15"
"9542","11"
"9543","1"
"9544","9"
"9545","10"
"9546","14"
"9547","35"
"9548","3"
"9549","3"
"9550","0"
"9551","31"
"9552","1"
"9553","9"
"9554","3"
"9555","8"
"9556","29"
"9557","7"
"9558","5"
"9559","11"
"9560","4"
"9561","0"
"9562","9"
"9563","3"
"9564","0"
"9565","1"
"9566","8"
"9567","26"
"9568","6"
"9569","15"
"9570","4"
"9571","9"
"9572","6"
"9573","7"
"9574","14"
"9575","2"
"9576","12"
"9577","0"
"9578","11"
"9579","1"
"9580","3"
"9581","14"
"9582","8"
"9583","3"
"9584","3"
"9585","20"
"9586","8"
"9587","1"
"9588","7"
"9589","5"
"9590","1"
"9591","0"
"9592","3"
"9593","2"
"9594","7"
"9595","0"
"9596","11"
"9597","6"
"9598","14"
"9599","0"
"9600","22"
"9601","11"
"9602","25"
"9603","0"
"9604","15"
"9605","0"
"9606","1"
"9607","5"
"9608","23"
"9609","31"
"9610","22"
"9611","6"
"9612","8"
"9613","0"
"9614","5"
"9615","1"
"9616","2"
"9617","0"
"9618","11"
"9619","6"
"9620","6"
"9621","6"
"9622","19"
"9623","5"
"9624","3"
"9625","12"
"9626","17"
"9627","4"
"9628","5"
"9629","0"
"9630","12"
"9631","26"
"9632","4"
"9633","2"
"9634","0"
"9635","6"
"9636","2"
"9637","15"
"9638","6"
"9639","5"
"9640","5"
"9641","8"
"9642","19"
"9643","0"
"9644","9"
"9645","0"
"9646","0"
"9647","28"
"9648","0"
"9649","1"
"9650","2"
"9651","7"
"9652","21"
"9653","3"
"9654","5"
"9655","5"
"9656","11"
"9657","3"
"9658","19"
"9659","11"
"9660","7"
"9661","3"
"9662","12"
"9663","25"
"9664","4"
"9665","1"
"9666","10"
"9667","3"
"9668","6"
"9669","10"
"9670","0"
"9671","1"
"9672","0"
"9673","2"
"9674","0"
"9675","1"
"9676","31"
"9677","3"
"9678","5"
"9679","1"
"9680","2"
"9681","12"
"9682","2"
"9683","27"
"9684","3"
"9685","0"
"9686","11"
"9687","18"
"9688","17"
"9689","26"
"9690","8"
"9691","2"
"9692","0"
"9693","0"
"9694","6"
"9695","15"
"9696","5"
"9697","29"
"9698","1"
"9699","23"
"9700","1"
"9701","7"
"9702","3"
"9703","1"
"9704","11"
"9705","7"
"9706","6"
"9707","2"
"9708","0"
"9709","9"
"9710","25"
"9711","10"
"9712","6"
"9713","13"
"9714","8"
"9715","0"
"9716","0"
"9717","0"
"9718","11"
"9719","1"
"9720","5"
"9721","15"
"9722","15"
"9723","5"
"9724","0"
"9725","2"
"9726","1"
"9727","20"
"9728","4"
"9729","4"
"9730","14"
"9731","0"
"9732","1"
"9733","16"
"9734","1"
"9735","30"
"9736","2"
"9737","1"
"9738","2"
"9739","2"
"9740","10"
"9741","10"
"9742","17"
"9743","11"
"9744","1"
"9745","5"
"9746","4"
"9747","10"
"9748","1"
"9749","7"
"9750","4"
"9751","6"
"9752","4"
"9753","7"
"9754","8"
"9755","7"
"9756","0"
